Genus,Species,Subspecies,Variant,Weight (g)
Baileya,multiradiata,,,0.87956
Baileya,pleniradiata,,,0.4
Baileya,pleriradiata,,,0.6668
Balsamorhiza,hookeri,,lanata,1.6
Balsamorhiza,hookeri,,hirsuta,6.32944
Balsamorhiza,hookeri,,,5.738
Balsamorhiza,macrophylla,,,18.9484
Balsamorhiza,rosea,,,4.5224
Balsamorhiza,sagittata,,,5.54
Balsamorhiza,serrata,,,5.8528
Barkleyanthus,salicifolius,,,0.527
Bebbia,atriplicifolia,,,0.565
Bebbia,juncea,aspera,,0.896
Bebbia,juncea,,,1.268
Bebbia,juncea,,juncea,1.1644
Bebbia,juncea,,aspera,0.891
Bedfordia,arborescens,,,0.7466
Bedfordia,linearis,oblongifolia,,0.834
Bedfordia,salicina,,,0.5392
Bejaranoa,semistriata,,,0.3
Bellida,graminea,,,1.5508
Bellis,annua,annua,,0.0648
Bellis,annua,,,0.08
Bellis,perennis,,,0.1
Bellis,sylvestris,,,0.26
Bellium,crassifolium,,canescens,0.0936
Bentleya,diminuta,,,1.52244
Bentleya,spinescens,,,1.4884
Berardia,subacaulis,,,12.6662207
Berkheya,barbata,,,1.8892
Berkheya,bipinnatifida,echinopsoides,,0.9536
Berkheya,canescens,,,2.0557
Berkheya,carduoides,,,0.985
Berkheya,cruciata,,,1.4556
Berkheya,decurrens,,,2.3216
Berkheya,fruticosa,,,1.39752
Berkheya,glabrata,,,3.0704
Berkheya,herbacea,,,4.2692
Berkheya,montana,,,0.738
Berkheya,rhapontica,rhapontica,,0.9784
Berkheya,rosulata,,,2.420297
Berkheya,schinzii,,,1.8148
Berkheya,setifera,,,1.443
Berkheya,speciosa,,,1.5716
Berkheya,spinosa,,,1.404
Berkheya,subulata,,,0.986
Berkheya,umbellata,,,1.9128
Berkheya,zeyheri,,,1.7568
Berlandiera,pumila,,,3.0356
Berlandiera,x,,,3.7196
Berula,bracteata,,,1.1
Berula,burchellii,,,1.7532
Berula,erecta,,,0.56
Berzelia,alopecuroides,,,1.0534
Berzelia,intermedia,,,1.23844
Berzelia,lanuginosa,,,0.83
Bidens,acuticaulis,,filirostris,2.0716
Bidens,amplissima,,,2.2976
Bidens,andicola,,decomposita,1.1
Bidens,aristosa,,,2.101
Bidens,aurea,,,1.188
Bidens,bigelovii,,,3.116
Bidens,bipinnata,,,2.54
Bidens,biternata,,,2.8
Bidens,borianiana,,,3.659
Bidens,cernua,,radiata,1.0697
Bidens,cernua,,,3.33
Bidens,comosa,,,3.081
Bidens,connata,,,2.741
Bidens,coronata,,,2.624
Bidens,crocea,,,3.99148
Bidens,discoidea,,,1.4
Bidens,ferulifolia,,,1.6696
